"Parentage"	"ProductName "	"Description "	"ItemType"	"image_link "	"Length"	"TotalMetalWeight "	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"MSRP "	"ItemPrice "
"MER241-1-D"	"14K White Gold Diamond Stud Earrings with Blue Diamonds 3.02 Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold and carry a total of 3.02 carats. The center is invisibly set with white and blue princess cut diamonds. Weighing approximately 3.5 grams, these unisex diamond studs are ideal for an every day casual wear. "	"Diamond Earring"	"/f/i/file_423.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"3.02 Ctw "	""	"White"	"14K Gold"	"Invisible"	"2855.0000"	"944.0000"
"MER520-2"	"14K White Gold Diamond Stud Earrings with Pink Diamonds 2.92 Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold and the total gram weight is 6.5 grams. The center is pave set with white and pink  round cut diamonds. These unisex diamond earrings carry a total of 2.92 carats. "	"Diamond Earring"	"/f/i/file_503.jpg"	"5/8 Inches (15.2 mm)"	"1.0000"	"2.92 Ctw "	""	"White"	"14K Gold"	"Pave"	"6180.0000"	"1999.0000"
"MER176-7-E"	"14K White Gold Diamond Stud Earrings with Green Diamonds 2.03 Ctw"	"Crafted in highly polished 14K White Gold, these diamond stud earrings weigh approximately 5.2 grams. The center is invisibly set with white and green princess cut diamonds. These unisex diamond earring studs are ideal for an every day casual wear. "	"Diamond Earring"	"/f/i/file_415_2.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"2.03 Ctw "	""	"White"	"14K Gold"	"Invisible"	"3850.0000"	"1249.0000"
"MER353-1-D"	"14K White Gold Diamond Stud Earrings with Blue Diamonds  2.28 Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold and weigh approximately 3.1 grams.  The center is invisibly set with blue and white princess cut diamonds. These unisex diamond earrings gleam with uniqueness and beauty. "	"Diamond Earring"	"/f/i/file_437.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"2.28 Ctw "	""	"White"	"14K Gold"	"Invisible"	"3630.0000"	"1214.0000"
"MER417-1-D"	"14K White Gold Diamond Stud Earrings with Blue Diamonds 1.66 Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold and weigh approximately 3 grams. The center is invisibly set with blue and white princess cut diamonds. These diamond unisex earring studs make it an ideal accessory for an every day casual wear. "	"Diamond Earring"	"/f/i/file_449.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"1.66 Ctw "	""	"White"	"14K Gold"	"Invisible"	"3280.0000"	"1094.0000"
"MER355-6-D"	"14K White Gold Diamond Stud Earrings with Blue Diamonds 2.88  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold. The center is invisibly set with blue and white princess cut diamonds. Weighing approximately 4.2 grams, these exclusive unisex earring studs are ideal for a special or casual wear. "	"Diamond Earring"	"/f/i/file_439.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"2.88 Ctw "	""	"White"	"14K Gold"	"Invisible"	"4855.0000"	"1619.0000"
"MER462-1-D"	"14K White Gold Diamond Stud Earrings with Green Diamonds 2.10  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold. The center is invisibly set with green and white princess cut diamonds. These adorable diamond earring studs weigh approximately 3.4 grams and are ideal for an every day casual wear. "	"Diamond Earring"	"/f/i/file_487.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"2.10 Ctw "	""	"White"	"14K Gold"	"Invisible"	"3760.0000"	"1254.0000"
"MER362-5-D"	"14K White Gold Diamond Stud Earrings with Green Diamonds 3.55  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold. The center is invisibly set with green and white princess cut diamonds. These exquisite diamond unisex earring studs weigh approximately 4.1 grams. "	"Diamond Earring"	"/f/i/file_441.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"3.55 Ctw "	""	"White"	"14K Gold"	"Invisible"	"5660.0000"	"1884.0000"
"MER207-2"	"14K White Gold Diamond Stud Earrings with Green and Yellow Diamonds 1.63  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold and total to 2.3 grams. The center is invisibly set with green and yellow princess cut diamonds. These one of a kind unisex diamond earring studs are ideal for an every day casual wear. "	"Diamond Earring"	"/f/i/file_421.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"1.63 Ctw "	""	"White"	"14K Gold"	"Invisible"	"2375.0000"	"789.0000"
"MER468-1-D"	"14K White Gold Diamond Stud Earrings with Green Diamonds 1.72  Ctw"	"These exclusive diamond stud earrings are crafted in highly polished 14K White Gold. The center is invisibly set with green and white princess cut diamonds. Weighing approximately 3.1 grams, these diamond earring studs are ideal for an every day casual wear. "	"Diamond Earring"	"/f/i/file_489.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"1.72 Ctw "	""	"White"	"14K Gold"	"Invisible"	"3130.0000"	"1044.0000"
"MER461-1-D"	"14K White Gold Diamond Stud Earrings with Green Diamonds 2.23  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold and weigh approximately 3.4 grams. The center is invisibly set with green and white princess cut diamonds. These unisex diamond studs are deal for a special or casual every day wear. "	"Diamond Earring"	"/f/i/file_485.jpg"	"7/16 Inches (11 mm)"	"1.0000"	"2.23 Ctw "	""	"White"	"14K Gold"	"Invisible"	"3945.0000"	"1319.0000"
"MER3-1"	"14K White Gold Diamond Stud Earrings with Green Diamonds 2.21  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold and  and weigh approximately 5 grams. The center is invisibly set with green and white princess cut diamonds. These diamond earring studs are ideal for a special or casual every day wear. "	"Diamond Earring"	"/f/i/file_390_1.jpg"	"1/2 Inches (13 mm)"	"1.0000"	"2.21 Ctw "	""	"White"	"14K Gold"	"Invisible"	"5365.0000"	"1769.0000"
"MER175-9-E"	"14K White Gold Diamond Stud Earrings with Green Diamonds 0.61  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold which weigh approximately 2.5 grams.  The center is invisibly set with green and white princess cut diamonds. These unisex earrings are for a special or casual every day wear. "	"Diamond Earring"	"/f/i/file_392_1.jpg"	"1/4 Inches (7.5 mm)"	"1.0000"	"0.61 Ctw "	""	"White"	"14K Gold"	"Invisible"	"1469.0000"	"489.0000"
"MER443-1-D"	"14K White Gold Diamond Stud Earrings with Green Diamonds  2.19  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold which weigh approximately 3.4 grams. The center is invisibly set with green and white princess cut diamonds. These diamond earring studs are ideal for a special or casual every day wear. "	"Diamond Earring"	"/f/i/file_479.jpg"	"1/2 Inches (13 mm)"	"1.0000"	"2.19 Ctw "	""	"White"	"14K Gold"	"Invisible"	"3810.0000"	"1249.0000"
"MER180-6-E"	"14K White Gold Diamond Stud Earrings with Green Diamonds  2.14  Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold. The center is invisibly set with green and white princess cut diamonds. These diamond earring studs are ideal for a special or casual every day wear. "	"Diamond Earring"	"/f/i/file_417_1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"2.14 Ctw "	""	"White"	"14K Gold"	"Invisible"	"4340.0000"	"1409.0000"
"MER523-2"	"14K White Gold Diamond Stud Earrings with Yellow and Red Diamonds 4.06 Ctw"	"These exquisite diamond stud earrings are crafted in lustrous 14K white gold. The square center piece is highlighted with brilliant yellow and red princess cut diamonds which are held by an invisible setting. They securely lock with a screw back closure. These alluring diamond unisex earring studs are ideal for both men and women. "	"Diamond Earring"	"/f/i/file_405.jpg"	""	"1.0000"	"4.06 Ctw"	""	"White"	"14K Gold"	"Invisible "	"7750.0000"	"2584.0000"
"MER518-4-C"	"14K White Gold Diamond Stud Earrings with Red Diamonds 5.59 Ctw"	"These exquisite diamond stud earrings are crafted in lustrous 14K white gold. The square center piece is highlighted with brilliant red and white princess cut diamonds which are held by an invisible setting. They securely lock with a screw back closure. These alluring diamond unisex earring studs are ideal for both men and women. "	"Diamond Earring"	"/f/i/file_410.jpg"	""	"1.0000"	"4.06 Ctw"	""	"White"	"14K Gold"	"Invisible "	"11000.0000"	"3667.0000"
"MER523-3"	"14K White Gold Diamond Stud Earrings with Yellow and Red Diamonds 5.62 Ctw"	"These exquisite diamond stud earrings are crafted in lustrous 14K white gold. The square center piece is highlighted with brilliant red and yellow princess cut diamonds which are held by an invisible setting. They securely lock with a screw back closure. These alluring diamond unisex earring studs are ideal for both men and women. "	"Diamond Earring"	"/f/i/file_409.jpg"	""	"1.0000"	"5.62 Ctw"	""	"White"	"14K Gold"	"Invisible "	"9500.0000"	"3167.0000"
"MER518-3-C"	"14K White Gold Diamond Stud Earrings with Red Diamonds 5.64 Ctw"	"These exquisite diamond stud earrings are crafted in lustrous 14K white gold weighing approximately 4 grams. The square center piece is highlighted with brilliant red and white princess cut diamonds which are held by an invisible setting. They securely lock with a screw back closure. These alluring diamond unisex earring studs are ideal for both men and women. "	"Diamond Earring"	"/f/i/file_414.jpg"	""	"1.0000"	"5.64 Ctw"	""	"White"	"14K Gold"	"Invisible "	"9850.0000"	"3289.0000"
"ER0337YA"	"14K Rose Gold Unisex Stud Earrings 0.74 Ctw "	"14K rose Gold Unisex seven stone cluster earrings feature yellow round cut diamonds"	"Diamond Earring"	"/I/M/IMG_8913copy.jpg"	"5/16 Inches (8 mm) "	"1.0000"	"0.74 Ctw "	""	"Rose"	"14K Gold"	"Prong "	"2500.0000"	"834.0000"
"EM097A"	"14K Yellow Gold Diamond Stud Earrings 2.35 Ctw"	"These square diamond stud earrings are adorned with numerous small princess cut diamonds which are carefully placed on an invisible setting. Crafted in highly polished 14K yellow gold, these diamond unisex stud earrings weight approximately 6 grams. "	"Diamond Earring"	"/I/M/IMG_8817copy.jpg"	"1/2 Inches (12.8 mm)"	"1.0000"	"2.35 Ctw"	""	"Yellow"	"14K Gold"	"Invisible"	"4375.0000"	"1459.0000"
"EM095A"	"14K Yellow Gold Diamond Stud Earrings 1.41 Ctw "	"Very impressive and mesmerizing in style and fashion these 14KT yellow gold diamond stud earrings, are adorned with countless G/H in color, SI1/SI2 in clarity princess cut diamonds, for a total carat weight of 1.41 carats of dazzling diamonds. The earrings measure out to 3/8inches (9mm) in length and width, for total gram weight of approximately 4 grams. The earrings are made with a push back lock,for a secure and comfortable wear. These are ideal for both men and women."	"Diamond Earring"	"/e/m/em095-1.jpg"	"3/8 inches (9mm) "	"1.0000"	"1.41 Ctw "	""	"Yellow"	"14K Gold"	"Invisible"	"3250.0000"	"1089.0000"
"ER2254"	"14K Yellow Gold Womens Diamond Stud Earrings 0.59 Ctw"	"These elegant womens diamond earrings are crafted in highly polished 14K Yellow Gold. The flower center design is prong set and channel set with alluring round and baguette cut diamonds. These charming small womens diamond earrings are ideal for an every day casual wear. "	"Diamond Earring"	"/I/M/IMG_9182copy.jpg"	""	"1.0000"	"0.59 Ctw"	""	"Yellow"	"14K Gold"	"Prong, Channel "	"1250.0000"	"417.0000"
"ER4607"	"14K White Gold Diamond Stud Earrings 1.75 Ctw"	"These one of a kind diamond stud earrings are crafted in 14K White Gold. The center of each earring features four invisibly set princess cut diamonds. The center is surrounded with alluring trilliant and round cut prong set diamonds. These charming unisex diamond earrings are ideal for an every day casual wear."	"Diamond Earring"	"/I/M/IMG_9187copy.jpg"	""	"1.0000"	"1.75 Ctw"	""	"White"	"14K Gold"	"Invisible, Prong "	"4500.0000"	"1500.0000"
"ER4825"	"14K White Gold Diamond Stud Earrings 1.29 Ctw"	"These one of a kind diamond stud earrings are crafted in highly polished 14K White Gold. The center of each earring is invisibly set with alluring princess cut diamonds. These elegant unisex diamond earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/I/M/IMG_9161copy.jpg"	"3/4 Inches"	"1.0000"	"1.29 Ctw"	""	"White"	"14K Gold"	"Invisible "	"5850.0000"	"1950.0000"
"ER4877Y"	"14K White Gold Diamond Stud Earrings with Yellow Diamonds 3.27 Ctw"	"These large diamond stud earrings are crafted in lustrous 14K White Gold. The center is invisibly set with numerous princess cut yellow diamonds. These are ideal diamond earring studs for both men and women."	"Diamond Earring"	"/I/M/IMG_9101copy.jpg"	"5/8 Inches (15 mm)"	"1.0000"	"3.55 Ctw "	""	"White"	"14K Gold"	"Invisible"	"13500.0000"	"4500.0000"
"ER002C"	"14K White Gold Diamond Stud Earrings 1.70 Ctw"	"These one of a kind diamond stud earrings are crafted in lustrous 14K White Gold. The center of each earring is invisibly set with numerous princess cut diamonds. These alluring diamond earring studs are ideal for both men and women. "	"Diamond Earring"	"/I/M/IMG_9404copy.jpg"	""	"1.0000"	"1.70 Ctw"	""	"White"	"14K Gold"	"Invisible "	"4250.0000"	"1417.0000"
"ER2121"	"14K White Gold Diamond Stud Earrings 1.00 Ctw"	"These alluring unisex diamond stud earrings are crafted in lustrous 14K White Gold. The center is adorned with brilliant princess cut diamonds which are surrounded with emeraled cut channel set diamonds. These one of a kind unisex diamond earring studs are ideal for an every day fashion apparel. "	"Diamond Earring"	"/I/M/IMG_9655copy.jpg"	"1/2 Inches (12.7 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"14K Gold"	"Invisible, Channel "	"2000.0000"	"667.0000"
"EM097WY3"	"14K White Gold Diamond Stud Earrings with Yellow Diamonds  2.33 Ctw"	"These alluring diamond stud earrings are crafted in lustrous 14K White Gold, weighing approximately 6.1 grams. The square frame is invisibly set with both white and yellow cut diamonds which are carefully placed on an invisible setting. Showcase your sense of fashion and originality with these exquisite diamond earring studs."	"Diamond Earring"	"/I/M/IMG_9090copy.jpg"	"1/2 Inches (12.7 mm)"	"1.0000"	"2.33 Ctw"	""	"White"	"14K Gold"	"Invisible"	"5000.0000"	"1669.0000"
"ER021WY"	"14K White Gold Diamond Stud Earrings with Yellow Diamonds 2.86 Ctw"	"These exclusive diamond stud earrings feature a checker pattern design which consists of white and yellow princess cut diamonds. Both diamond earrings are crafted in 14K White Gold and securely lock with an omega clasp back. "	"Diamond Earring"	"/I/M/IMG_9034copy.jpg"	"3/8 Inches (10 mm)"	"1.0000"	"2.86 Ctw"	""	"White"	"14K Gold"	"Invisible"	"4975.0000"	"1659.0000"
"EM021"	"14K White Gold Diamond Stud Earrings with Yellow Diamonds 2.92 Ctw "	"These one of a kind diamond stud earrings are crafted in 14K White Gold. The square shape of each earring is invisibly set with brilliant white and yellow princess cut diamonds. These alluring unsiex diamond earrings are ideal for an every day fashion apparel. "	"Diamond Earring"	"/e/m/em021-1.jpg"	"9/16 inches (14mm) "	"1.0000"	"5.29 Ctw "	""	"White"	"14K Gold"	"Invisible "	"6350.0000"	"2117.0000"
"ER044"	"14K White Gold Diamond Stud Earrings 7.66 Ctw"	"These uniquely designed diamond stud earrings are crafted in highly polished 14K white gold. The square center of feach earring is invisibly set with brilliant small princess cut diamonds. These earrings securely lock with omega clasp closures. Showcase your sense of fashion and originality with these alluring unisex diamond earrings. "	"Diamond Earring"	"/e/r/er044-1.jpg"	"5/8 Inches (16.5 mm)"	"1.0000"	"7.66 Ctw"	""	"White"	"14K Gold"	"Invisible"	"17500.0000"	"5834.0000"
"ER002A"	"14K White Gold Diamond Stud Earrings  1.70 Ctw"	"These one of a kind unisex diamond stud earrings are crafted in lustrous 14K White Gold. The center of each earring is invisibly set with numerous princess cut diamonds. These alluring diamond earring studs are ideal for both men and women. "	"Diamond Earring"	"/e/r/er002a-1.jpg"	""	"1.0000"	"1.70 Ctw"	""	"White"	"14K Gold"	"Invisible "	"3925.0000"	"1309.0000"
