sku,title,price,quantity,image1,image2,ring_size,weight,width,length,metal_type,metal_color,gemstone_type,gemstone_color,gemstone_weight,gemstone_shape,diamond_color,diamond_clarity,diamond_carat_weight,diamond_shape,center_diamond_weight,center_diamond_clarity,center_diamond_color,center_diamond_cut,description,category
MB2306,"Solitaire Oval Cut Tanzanite and Diamond Gemstone Ring in Yellow Gold",889,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb2306a.jpg,http://www.povada.com/media/catalog/product/m/b/mb2306b.jpg,"6.5 (Resizable between size 5.5-7.5)","4.4 grams","0.67 inches",,"14K Gold",Yellow,Tanzanite,Blue,1.44ct,Oval,G/H,SI2/SI3,0.22ct,Round,,,,,"This elegant 14k yellow gold ring features a oval tanzanite gemstone in the center surrounded by a twist pattern of brilliant diamonds. The diamond color is G/H and SI1/SI2.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Tanzanite Rings"
MB1660,"Solitaire Oval Cut Tanzanite and Diamond Gemstone Ring in Yellow Gold",987,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb1660a.jpg,http://www.povada.com/media/catalog/product/m/b/mb1660b.jpg,"6 (Resizable between size 5-7)","4.0 grams","0.32 inches",,"14K Gold",Yellow,Tanzanite,Blue,1.60ct,Oval,G/H,SI2/SI3,0.12ct,Round,,,,,"This simple ring will make great for any occasion with its beautiful oval shape tanzanite gemstone sitting in the center with a 4 prong setting and 4 brilliant diamonds on each side. The diamond color is G/H and SI2/SI3 clarity.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Tanzanite Rings"
MB1924SP,"Tanzanite and Diamond Gemstone Ring in Yellow Gold",561,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb1924spa.jpg,http://www.povada.com/media/catalog/product/m/b/mb1924spb.jpg,"9 (Resizable between size 8-10)","6.0 grams","0.74 inches",,"14K Gold",Yellow,Sapphire,Blue,1.00ct,Princess,G/H,SI2/SI3,0.15ct,Round,,,,,"This classy 14k yellow gold ring features 6 beautiful sapphires in an invisible setting with a larger brilliant diamond sitting at the edge of the ring. The diamond color is G/H and SI2/SI3 clarity.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Tanzanite Rings"
R3470PS,"Pink Sapphire Diamond Gemstone Heart Ring in White Gold",343,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3470psa.jpg,http://www.povada.com/media/catalog/product/r/3/r3470psb.jpg,"7 (Resizable between size 6-8)","4.6 grams","0.49 inches",,"14K Gold",White,"Pink Sapphire",Pink,0.17ct,Round,H/I,SI3/I1,0.57ct,Round,,,,,"Show the one you love how much you care with this beautiful ring. This design features brilliant pink sapphires in a heart design and over half carat of diamonds. The diamond color is H/I and SI3/I1 clarity.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R3609,"Tanzanite and Diamond Gemstone Ring in White Gold",1250,5,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3609a.jpg,http://www.povada.com/media/catalog/product/r/3/r3609b.jpg,"6.5 (Resizable between size 5.5-7.5)","2.8 grams","0.29 inches",,"18K Gold",White,Tanzanite,Blue,0.56ct,Princess,G/H,SI2/SI3,0.39ct,Round,,,,,"This simply gorgeous 18k white gold ring features a shimmering princess shape tanzanite gemstone sitting in a 4 prong setting. Covered in brilliant diamonds surrounding all sides of band and prongs. The diamond color is G/H and SI2/SI3 clarity.Different ring sizes may be available. Please inquire for details.","Engagement > Gemstone Engagement Rings"
R3666R,"Ruby and Diamond Unique Gemstone Ring in White Gold",1926,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3666ra.jpg,http://www.povada.com/media/catalog/product/r/3/r3666rb.jpg,"7 (Resizable between size 6-8)","12.0 grams","0.65 inches",,"18K Gold",White,Ruby,Red,1.98ct,Princess,G/H,SI1/SI2,1.26ct,Baguette,,,,,"Catch a lot of attention with this wonderful piece of jewelry! This unique gemstone ring adds a touch of colorful sparkle with its princess cut rubies in a invisible setting. The ring also features elegant baguette cut diamonds in a secure channel setting.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Unique Gemstone Rings"
R4164R,"Ruby and Diamond Gemstone Ring in White Gold",267,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4164ra.jpg,http://www.povada.com/media/catalog/product/r/4/r4164rb.jpg,"7 (Resizable between size 6-8)","2.7 grams","0.53 inches",,"14K Gold",White,Ruby,Red,0.43ct,Oval,G/H,SI2/SI3,0.16ct,Round,,,,,"This simple ring will make great for any occasion with its beautiful round cut ruby center stone sitting in a 4 prong 14k white gold setting. The ring also features 1 row of brilliant round cut diamonds surrounding the gemstone. The color of the diamonds are G/H and clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Ruby Rings"
R5979SP,"Solitaire Oval Cut Sapphire Diamond Gemstone Ring in White Gold",551,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5979spa.jpg,http://www.povada.com/media/catalog/product/r/5/r5979spb.jpg,"7 (Resizable between size 6-8)","2.9 grams","0.72 inches",,"18K Gold",White,Sapphire,Blue,0.48ct,Oval,G/H,SI1/SI2,0.22ct,"Round,Baguette",,,,,"This beautifully simple ring features lovely baguette and round cut diamonds surrounding an oval shaped sapphire in a 4 prong 18k white gold setting. The color of the diamonds are G/H and clarity is SI1/SI2Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R5613SA,"Solitaire Oval Cut Sapphire Diamond Gemstone Ring in White Gold",794,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5613saa.jpg,http://www.povada.com/media/catalog/product/r/5/r5613sab.jpg,"7 (Resizable between size 6-8)","4.6 grams","0.48 inches",,"18K Gold",White,Sapphire,Blue,1.09ct,Oval,G/H,SI1/SI2,0.22ct,Round,,,,,"This striking ring will add a splash of color to your wardrobe! An oval cut genuine sapphire sits in a handcrafted 18k white gold prong setting and polished to perfection. The diamonds featured in this fantastic ring are brilliant round cut and individually prong set.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R5375S,"Solitaire Oval Cut Sapphire Diamond Gemstone Ring in White Gold",529,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5375sa.jpg,http://www.povada.com/media/catalog/product/r/5/r5375sb.jpg,"7 (Resizable between size 6-8)","4.3 grams","0.47 inches",,"18K Gold",White,Sapphire,Blue,0.55ct,Oval,G/H,SI1/SI2,0.23ct,Round,,,,,"This simple ring will make great for any occasion with its beautiful oval cut sapphire sitting high in a 4 prong 18k white gold setting. The ring also features brilliant round cut diamonds surrounding all sides. The color of the diamonds are G/H and clarity is SI1/SI2.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R6099S,"Solitaire Oval Cut Sapphire Diamond Gemstone Ring in White Gold",1644,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6099sa.jpg,http://www.povada.com/media/catalog/product/r/6/r6099sb.jpg,"7 (Resizable between size 6-8)","6.7 grams","0.67 inches",,"18K Gold",White,Sapphire,Blue,0.49ct,Oval,G/H,SI1/SI2,1.10ct,Round,,,,,"This fantastic ring is just the right touch of glamour and style! A prong set oval cut sapphire sits high in a 4 prong setting surrounded by glimmering individually set round cut diamonds. This unique design will fit well for your evening look!Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R5563R,"Solitaire Oval Cut Ruby Diamond Gemstone Ring in White Gold",804,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5563ra.jpg,http://www.povada.com/media/catalog/product/r/5/r5563rb.jpg,"7 (Resizable between size 6-8)","6.1 grams","0.72 inches",,"18K Gold",White,Ruby,Red,0.74ct,Oval,G/H,SI2/SI3,0.44ct,Round,,,,,"This 18k white gold ring features a lovely 0.74ct oval shape ruby in a 4 prong setting embraced by 2 rows of brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Ruby Rings"
R5562RU,"Solitaire Oval Cut Ruby Diamond Gemstone Ring in White Gold",1029,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5562rua.jpg,http://www.povada.com/media/catalog/product/r/5/r5562rub.jpg,"7 (Resizable between size 6-8)","6.2 grams","0.69 inches",,"18K Gold",White,Ruby,Red,0.79ct,Oval,G/H,SI2/SI3,0.67ct,Round,,,,,"Add a touch of sparkle with this beautiful piece of jewelry! An interesting design meets a lovely oval cut ruby in this handcrafted 18k white gold frame. The brilliant round cut diamonds featured in this ring were individually set and hand picked to ensure your enjoyment. This will be a great finishing touch to your look!Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Ruby Rings"
R2075,"Ruby Diamond Gemstone Ring in White Gold",578,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2075a.jpg,http://www.povada.com/media/catalog/product/r/2/r2075b.jpg,"7 (Resizable between size 6-8)","9.3 grams","0.6 inches",,"18K Gold",White,Ruby,Red,1.32ct,Princess,G/H,SI3/I1,0.40ct,Round,,,,,"This beautiful 18k white gold ring features princess cut rubies in an invisible setting surrounded by brilliant round cut diamonds on all sides. The color of the diamonds are G/H and the clarity is SI3/I1.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Ruby Rings"
R5559RU,"Solitaire Oval Cut Ruby Diamond Gemstone Ring in White Gold",796,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5559rua.jpg,http://www.povada.com/media/catalog/product/r/5/r5559rub.jpg,"7 (Resizable between size 6-8)","5.1 grams","0.57 inches",,"18K Gold",White,Ruby,Red,0.68ct,Oval,G/H,SI2/SI3,0.43ct,Round,,,,,"This 18k white gold ring features a lovely 0.68ct oval shape ruby in a 4 prong setting embraced by 2 rows of brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Ruby Rings"
VLR1118,"Multi Colored Sapphire Diamond Ring in White Gold",1022,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/l/vlr1118a.jpg,http://www.povada.com/media/catalog/product/v/l/vlr1118b.jpg,"7 (Resizable between size 6-8)","7.9 grams","0.8 inches",,"18K Gold",White,"Multi Color","Multi Colored",1.12ct,Round,G/H,SI2/SI3,0.38ct,Round,,,,,"This one of a kind design features 3 different natural colored sapphires in a flower like cluster setting that slides up and down the ring. It also features 3 rows of sparkling round cut diamonds in a handcrafted prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Multi Gemstone Rings"
R5544,"Sapphire Diamond Gemstone Ring in White Gold",953,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5544a.jpg,http://www.povada.com/media/catalog/product/r/5/r5544b.jpg,"7 (Resizable between size 6-8)","5.4 grams","0.51 inches",,"18K Gold",White,Sapphire,Blue,1.19ct,Oval,G/H,SI2/SI3,0.40ct,Round,,,,,"This handcrafted 18k white gold ring features a shimmering 1.19ct oval cut sapphire in a 4 prong setting embraced by 2 rows of sparkling round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R5545S1,"Solitaire Oval Cut Sapphire Diamond Gemstone Ring in White Gold",821,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5545s1a.jpg,http://www.povada.com/media/catalog/product/r/5/r5545s1b.jpg,"7 (Resizable between size 6-8)","4.9 grams","0.39 inches",,"18K Gold",White,Sapphire,Blue,0.60ct,Oval,G/H,SI2/SI3,0.33ct,Round,,,,,"This amazing 18k white gold ring features a lovely 0.60ct oval shape sapphire in a 4 prong setting embraced by 2 rows of brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R3000,"Sapphire Diamond Gemstone Ring in White Gold",666,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3000a.jpg,http://www.povada.com/media/catalog/product/r/3/r3000b.jpg,"7 (Resizable between size 6-8)","10.3 grams","0.81 inches",,"18K Gold",White,Sapphire,Blue,1.43ct,Princess,G/H,SI2/SI3,0.24ct,Round,,,,,"This simple ring will make great for any occasion with its beautiful princess cut sapphires surrounded by brilliant round cut diamonds. The color of the diamonds is G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
RUR34567,"Ruby Diamond Flower Gemstone Ring in White Gold",681,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/u/rur34567a.jpg,http://www.povada.com/media/catalog/product/r/u/rur34567b.jpg,"6.5 (Resizable between size 5.5-7.5)","6.0 grams","0.61 inches",,"18K Gold",White,Ruby,Red,1.74ct,Oval,G/H,SI2/SI3,0.08ct,Round,,,,,"Show the one you love how much you care with this beautiful ring. This design features oval shaped rubies that make a flower design with brilliant round cut diamonds in the center. The color of the diamonds is G/H and the clarity is SI2/SI3Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Ruby Rings"
R6205,"Solitaire Oval Cut Ruby Diamond Gemstone Ring in White Gold",696,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6205a.jpg,http://www.povada.com/media/catalog/product/r/6/r6205b.jpg,"7 (Resizable between size 6-8)","5.8 grams","0.54 inches",,"18K Gold",White,Ruby,Red,0.89ct,Oval,G/H,SI2/SI3,0.32ct,Round,,,,,"A beautiful 0.89ct oval shaped ruby sits in a 4 prong setting surrounded by brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Ruby Rings"
S5880S,"Solitaire Oval Cut Sapphire Diamond Gemstone Ring in White Gold",524,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/5/s5880sa.jpg,http://www.povada.com/media/catalog/product/s/5/s5880sb.jpg,"7 (Resizable between size 6-8)","3.5 grams","0.3 inches",,"14K Gold",White,Sapphire,Blue,0.63ct,Oval,G/H,SI2/SI3,0.36ct,Round,,,,,"This simple ring features a lovely 0.63ct oval shaped sapphire in a 4 prong 14k white gold setting surrounded by bright brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R5546,"Solitaire Oval Cut Sapphire Diamond Gemstone Ring in White Gold",564,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5546a.jpg,http://www.povada.com/media/catalog/product/r/5/r5546b.jpg,"7 (Resizable between size 6-8)","4.8 grams","0.55 inches",,"18K Gold",White,Sapphire,Blue,0.50ct,Oval,G/H,SI2/SI3,0.31ct,Round,,,,,"This 18k white gold ring features a lovely 0.50ct oval shape sapphire in a 4 prong setting embraced by 2 rows of brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
RG3649,"Sapphire Diamond Gemstone Ring in White Gold",848,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/g/rg3649a.jpg,http://www.povada.com/media/catalog/product/r/g/rg3649b.jpg,"7 (Resizable between size 6-8)","7.9 grams","0.8 inches",,"14K Gold",White,Sapphire,Blue,1.38ct,Princess,G/H,SI2/SI3,0.52ct,Princess,,,,,"Have everyone in awe with this fantastic ring! This design features dazzling invisibly set princess cut diamond and genuine sapphires in a very unique pattern. The color of the diamonds is G/H and SI2/SI3 clarity.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
R1718S,"Sapphire Diamond Gemstone Ring in White Gold",630,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1718sa.jpg,http://www.povada.com/media/catalog/product/r/1/r1718sb.jpg,"7 (Resizable between size 6-8)","9.0 grams","0.54 inches",,"18K Gold",White,Sapphire,Blue,1.20ct,Princess,G/H,SI1/SI2,0.58ct,Round,,,,,"This 18k white gold ring features princess cut sapphires in a invisible setting surrounded by prong set brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI1/SI2Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Sapphire Rings"
J563PS,"Sapphire Diamond Unique Gemstone Ring in Yellow Gold",1051,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/5/j563psa.jpg,http://www.povada.com/media/catalog/product/j/5/j563psb.jpg,"6 (Resizable between size 5-7)","3.2 grams","0.76 inches",,"14K Gold",Yellow,Sapphire,Blue,0.70ct,Baguette,G/H,SI2/SI3,0.70ct,Princess,,,,,"This elegant 14k yellow gold unique gemstone ring features 6 baguette cut sapphires and 5 princess cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Unique Gemstone Rings"
